ph,TDS,Turbidity,Temperature
9.502856746,4466.257488,4.237345252,24.1
4.405327147,15039.71041,4.086867245,25.8
6.810344849,18852.12298,4.115695844,26.2
6.983133113,17503.31223,4.426982544,23.2
6.968131313,19207.31177,3.030823583,22.8
5.76255225,22159.01807,2.906589212,22.3
8.397248096,16772.22625,2.835794284,24.9
8.828326658,13527.98989,3.052822148,23
9.395842202,9225.770911,3.530498325,26
7.593176933,19214.18636,3.542092644,26
5.149133288,16795.31867,4.839176158,26
4.916740541,23425.33132,3.613212412,28.5
,24518.5743,4.174568876,26.5
7.371289877,25672.312,4.084696775,25.5
8.278752741,29381.93641,4.767722384,27
10.20297155,21708.94929,3.270903753,29.5
4.562156483,23829.79288,4.822883764,29
,29743.8226,3.893925991,28
5.202672013,23051.44186,3.927980576,28.5
9.149733927,30468.64183,5.436819304,26.5
7.615556979,8403.284552,4.243133734,28
7.813067625,9812.122463,4.713719499,29
7.721032688,35800.69927,4.168487102,28
9.056244707,17403.53217,3.319353737,29.5
8.082657125,21689.6343,5.247130149,27
5.84866707,33095.3896,4.874534246,27
8.470545999,26559.38041,2.935801995,28.8
9.22858163,10345.39931,3.8391854,25.8
8.170588045,12806.83233,3.995857049,24.5
6.381977105,20709.27976,4.99189599,23.5
6.98981377,20769.51964,4.808582691,23.5
10.3781082,8644.831047,3.57744746,26.5
,17423.40799,3.5681966,27
3.590822364,33431.67112,4.144780873,27.5
7.388518503,13921.14622,4.409053528,26
6.966835168,12256.67829,2.957441071,24
6.703486854,24316.87515,4.223883711,24.5
7.139671256,16916.41354,3.151388595,27
6.64879301,16388.40526,5.138047828,28.5
,17869.45544,4.17007559,29.5
7.940713224,10762.93863,2.990150891,30
8.228563825,18132.0944,2.781944108,28
8.665692083,3802.411681,3.494032184,23
5.06404246,21035.10686,5.122702569,22.5
7.894322783,11697.60697,2.865031443,26.5
7.042793877,16733.1241,3.965647067,28
8.305063984,8451.319111,4.461210732,27.5
8.268307592,13181.67352,4.405408198,27.5
,25305.10293,4.133069339,27.5
7.397562418,24502.15515,2.459336841,26.5
6.36729853,11619.7097,2.61476606,25.5
8.410625565,29985.24988,4.352295779,24.3
7.098245544,22671.47976,4.909571475,29.5
7.32250205,19534.42165,2.981649192,29
5.198224971,11178.40354,3.807318103,25
,20626.51594,3.236570043,24.5
,36776.1375,4.754313124,26
6.280905113,16950.01591,3.021288909,24.5
6.823930137,13467.87978,4.016144076,25.3
6.629993518,20487.92383,3.155213653,27
10.30157127,11278.82968,3.857851975,21.5
6.123193935,15135.12724,5.457830951,26
,10540.34228,4.149483265,25.5
6.848033469,6068.454885,4.257037543,26.5
,45166.63939,3.144789726,25
6.411525836,19505.29694,2.200678202,24
5.122648455,17279.51375,3.504524534,24
3.43485576,22690.2444,5.389510246,26.6
10.84813042,14036.16366,3.133838702,25
8.725393412,18862.67305,4.565542154,29
10.35174253,18588.30333,5.227609397,24
8.174028131,19808.53777,3.986780704,23
8.034011917,25204.67408,2.452120806,25
8.205541815,19902.82382,3.634030668,25
7.893818459,16853.67633,3.508503713,25
,11370.64917,3.266562403,26
5.488135469,21715.77441,3.652991422,23.8
8.163074031,10494.57337,4.128193137,26.3
6.867000691,14464.11555,3.484120574,20.5
5.821706914,40009.72361,3.908198846,20.5
7.451888779,15825.18257,3.930080761,22.2
6.898315041,45939.68916,3.822307139,22.5
7.544340114,17253.33674,4.435514109,22.2
4.103867855,22207.47023,3.808850694,22.5
5.329938815,24000.52314,5.79932235,22
6.962993545,24036.59383,4.760381755,21.2
6.846059942,16515.67039,4.709374128,20
6.279842183,11582.50525,3.27858441,19.7
6.739849728,34702.41785,4.379630439,20.5
5.495035446,26744.30174,4.115428052,25
7.583770299,36343.40706,3.642289214,26
5.866702734,16298.00135,5.302972731,27.5
6.394980461,21051.25691,4.732002727,25.5
5.82126163,37174.00541,4.371078785,26
5.514062185,27859.74831,4.460362938,25.5
6.730883602,22296.05965,4.359137364,28.2
5.198067643,37200.24206,3.295033859,25
,9626.893206,4.654177335,29
7.362331187,28263.31064,3.93356497,25.5
7.06614184,22523.43357,4.127599073,26
5.420347747,25107.20863,3.75672017,28
7.015332583,16351.22629,5.251223104,30.5
,6974.225135,4.138696567,27
6.044671753,13593.60002,4.914883756,29.5
6.198650336,31369.54164,3.574172022,26.5
7.678945067,20243.0882,3.089549648,25.5
8.062066123,35381.67076,3.040031498,NULL
7.255798597,32595.12024,3.968177083,24.5
,15426.91508,3.430167323,26.5
6.792407469,28508.21693,2.505650441,30
7.368165577,8524.874646,3.684263383,26.5
8.837786915,11610.20795,2.087080217,28.5
7.108140711,23688.20522,4.015246444,28
5.289618437,21776.17017,4.54810035,30
7.169251038,39624.08718,4.533174155,26.5
7.695049437,11598.68237,3.198879005,26.6
8.693149901,16559.87726,4.687846798,29.5
,18113.0173,3.077034893,26.5
6.999764511,16078.45939,3.360130678,27
6.897922717,16616.51662,4.490105279,26.5
6.382314604,24259.75167,2.881370055,26
9.917092057,37215.22684,3.39332538,26.5
5.609025354,26955.33018,3.354890148,26
6.277463093,22807.33885,3.123166159,26
,15255.11526,3.796737486,27
7.714312672,19789.63608,4.42513397,26.5
6.351286549,22337.44839,3.707053968,26
7.958871446,26845.66101,4.007902613,27
6.618186567,13776.62179,3.797067861,32
6.000723336,21111.6641,4.176218743,28
6.39292784,21217.1586,3.271338859,33
6.977267852,20287.35977,2.367041309,31
6.353436844,18664.8443,3.861109202,28
6.019939995,20666.41014,2.747027112,23
7.330196877,14884.33996,2.884715098,28
9.241338767,31598.53638,3.842577604,26
6.593174457,21857.83889,3.931653171,32
6.948265449,6874.586016,4.095611813,32
,13671.41603,3.364890882,31
,21093.21741,3.589251634,32
5.938321179,10815.39944,3.88950004,31
8.249550509,32898.74937,4.284831119,30
6.903816978,35455.70961,3.867843303,31
7.605674821,9583.710441,5.554074526,28
6.589290501,34298.15294,3.181112063,NULL
7.511816641,15736.89396,2.285519929,26
7.301444654,46718.55597,3.16007484,26
6.788291583,25661.36054,4.255948317,25.5
,23727.09411,3.714469253,28
,38119.18557,3.356977982,26
6.692531669,37033.15209,2.942115367,24
6.028101118,17150.10055,4.080786271,26
6.715940564,17180.18818,2.404729206,26.5
7.490786676,26551.3701,4.354535491,26
,41325.44355,4.322325337,25
6.336588682,15570.14232,4.356593856,27
7.381757557,1372.091043,3.338021759,27.5
7.256015039,44184.23046,4.534960273,NULL
7.025821771,21226.66555,4.746091949,28
7.606880475,29339.92927,4.564460392,29
6.983860439,11848.76973,4.159566509,26
6.347020018,19743.14842,4.526350939,25.5
7.322828417,24682.12455,3.981968832,25.5
6.777506359,15228.91291,4.263180268,NULL
8.370364965,27193.31738,2.746649834,28
6.642755695,36505.52426,4.299209281,24
6.217584914,15597.64088,4.15016691,25
6.630122156,36269.70132,3.352764606,29
8.051022203,28338.66404,3.767443126,26
8.416086817,28234.90686,4.93008381,26
,24037.51049,3.743703735,28
7.933067692,12732.88824,4.534233043,28
7.917608595,15805.65015,3.784085381,24.5
8.942045991,56488.67241,4.354287641,25
7.033945359,15428.45092,3.931730863,29.5
,45243.02895,4.108856703,27.5
7.580048808,31749.9244,3.959636524,31
8.473249064,20465.58861,4.81018543,23
6.816416925,24170.27489,4.274738214,20
6.460033522,35775.7934,3.535597779,19
6.227826795,22550.49226,4.007347485,20.3
,18589.03116,4.400203469,22
,4142.499001,3.612918763,21
5.632731647,28315.43778,5.114607051,18.5
6.191241443,29778.35788,3.315070593,22
7.701032797,16978.92683,3.395482609,16.5
,24634.55244,3.498716819,18.5
8.832641116,25100.1314,3.452149736,24.5
5.646083312,22455.69501,3.938505627,23.5
7.332103963,24412.50354,3.901096866,22
7.896743922,9407.664039,4.889458166,20.5
5.675294715,39172.38964,5.021464632,21
6.010617577,15940.57327,4.867287404,17.5
7.986018499,24712.99343,3.153004728,22.5
,16670.99601,4.304051632,22.5
7.159613912,30897.99004,4.943842601,24
7.565198073,11246.42665,5.185000024,22.5
6.865568515,22585.78881,4.916218246,19.5
5.736675709,12683.48329,2.741791308,20.5
6.129069622,22207.48287,3.83763909,19.5
5.991371082,28702.95238,4.53937115,23.5
9.723377231,9076.646483,4.072063353,24.5
7.736312841,19496.84859,3.700916676,23
6.715799479,16006.97259,4.999752023,17.5
7.966762553,13354.70651,4.816347767,19
8.242558635,24042.18816,3.529427237,22
6.539546128,28979.7676,4.076403287,22
6.78538406,13098.85829,4.677920641,31.3
7.007974587,26136.31357,4.628974864,24
7.740383939,12477.77182,3.01336084,23
7.918087079,29565.71111,4.64004301,19.5
5.772769698,26693.76161,4.154685424,21
7.571684493,8835.555876,3.920287688,22
8.73352533,24578.42122,3.1492018,22
6.917858355,27651.6091,5.544167317,22
8.512780909,33092.66935,4.026622094,21.5
6.539115261,23308.29688,4.211671959,19
,32161.84009,5.53747584,21.5
8.22708313,40546.95633,3.619181848,23
7.274198051,16255.90137,3.152762794,24
7.118980168,32528.11561,5.349210586,24.5
,32865.50953,3.574605162,19.3
5.941942536,14778.03288,4.302179285,19.1
7.278910903,22184.52703,4.201577247,19.1
7.445189026,4168.196994,2.745803765,23
6.442496436,11592.44562,2.891018879,20
,39802.51492,4.989876168,24
6.919726155,35558.73165,4.12082788,25
6.47237105,24246.50356,4.134575197,23
8.25121778,17617.87631,3.495062986,20.5
,18964.09226,4.600663396,19.5
6.707108206,10794.7839,2.640246413,23
7.24019447,31144.70312,3.362821763,25
6.528490775,10835.20116,4.585971676,22.5
7.031839174,12653.94408,2.725564949,23.5
7.494391101,25058.16022,3.579651838,25.5
6.957433638,15007.42153,4.89205044,21
,16589.81155,3.327384429,23
6.962324595,35229.077,4.526768327,27.5
6.509621638,20122.19256,3.802819638,26.5
8.069297893,16654.50937,3.021381555,21.5
7.213375388,27377.69978,3.453438876,20.5
6.790838199,14348.57292,3.438279839,22
6.975209178,35701.15532,5.25648355,23.75
7.422225264,40148.12372,4.486512693,23
6.505065807,16982.13197,2.890998522,23
6.617862257,33245.63059,4.601351198,21.5
6.769769339,16980.25848,3.846611901,21
6.341751224,18058.32029,4.01901055,28
7.058866081,16473.06709,3.937334184,29
7.539287395,26999.38208,5.427372665,24.3
,36525.55088,4.64569167,25
7.490807654,6873.559885,3.716367555,19
6.037428194,12988.79123,3.594217364,21.5
,8721.231885,3.392134168,22.5
6.706695161,27881.50441,4.371882445,22
,26885.83494,4.709676028,23
,7557.021271,4.116263245,21.25
6.758851697,22540.77517,3.639971876,19.25
7.48678088,31130.21264,2.748428797,19.5
6.904121373,10836.96978,4.141819203,19.5
,42617.3034,2.846501199,20.5
7.348937142,15818.26132,4.725746456,21
7.846057926,23264.10997,2.487968647,19
,19955.71054,3.113764306,22
6.1798098,15391.55915,3.70432422,18.5
6.755669308,13821.55616,3.959517637,18
,28266.75511,4.312289708,18
7.266598792,36490.14303,4.952733208,20
8.218171066,22465.68756,4.246446172,22
6.980061939,17625.46641,3.969463254,24
6.381978996,18982.95376,3.299047219,27.8
6.64800546,15176.29068,3.829783554,21.5
5.899936567,30379.35944,3.858978815,NULL
7.260904363,21391.16254,4.383823385,20.5
5.575920648,14553.13231,4.294447559,22.5
5.467401255,12883.16353,3.717822718,23.3
6.090016057,12558.89797,2.943521712,22.5
8.205447053,17981.25478,3.73992167,25
7.670505864,33843.61945,3.93382646,23
6.791097166,20149.17967,3.084039762,22
6.006769481,20279.70104,4.034754809,22
,32951.31637,4.905229739,22.5
6.336342762,14619.62726,3.78880332,22.5
7.473235377,19932.58523,3.87771425,26
,21671.2783,4.246388024,26
7.380104835,16862.54348,5.030452202,27
10.067633,39716.1318,3.776788997,28
5.9159443,6967.735565,2.585849315,28.5
,38971.05101,2.643212412,27
6.124847329,15092.01764,4.211967654,28
,20593.93372,3.30241929,27.5
7.876495131,15741.08163,3.913904717,31
6.021051323,18966.36305,4.661057552,32
,20894.40049,3.818403943,26.75
,14807.41355,3.434798595,24.5
6.58545023,30210.25037,4.275640248,26.25
6.342671183,21079.60621,4.582591795,26.5
6.632990254,12829.09278,4.36085117,28.25
5.400700138,9968.962738,3.555737566,32.5
7.460147818,25480.91841,2.413628852,30
6.709822001,20922.15446,1.687624505,26
8.054893322,28545.35543,3.52438043,NULL
5.365192408,16262.93925,3.180798457,28
6.920388988,11086.25986,3.277601364,28
7.025456548,31659.96274,2.927051442,26.5
7.974248428,26848.62984,3.195944251,27.3
8.03105522,18134.83502,3.338880126,26.5
7.614056817,17598.20035,3.437946395,25
7.643578362,21885.50378,3.76216286,25
7.731315009,38356.2265,5.164284275,25.5
6.268402756,23050.33126,3.38970529,27
7.369911642,19283.40205,3.821721167,NULL
,25696.32094,4.142386059,NULL
6.320375285,20481.64207,2.728617352,28
7.290088572,26115.61633,4.700618336,25
6.356511062,17538.54117,3.415525525,25.5
7.974065001,29477.7644,4.069086698,25
4.943508444,11870.42485,5.070841577,26.5
7.700362305,29432.20825,3.786486994,30
6.05460718,10215.81242,4.88916336,25
4.22142068,34370.19711,4.278712401,27
8.545890346,31056.57878,5.036882987,27
7.752176213,13655.68065,4.72550711,27
5.588129751,8730.312436,3.165618482,23
8.649868625,18503.76653,3.08168124,31
7.899256515,32210.8163,4.44817057,29
5.952267969,28105.96489,4.769768271,24
8.040187557,11861.55085,3.221138969,24
4.313219151,12770.83183,3.923590202,25
6.707016928,14794.4114,3.165632391,29
5.853560601,19790.85693,3.756873895,24.5
8.817402774,23173.31953,3.864098419,27
,39207.58925,2.812503635,27.01
,19671.35123,3.481517395,25
7.47640846,27109.89561,3.47819378,25
7.691486298,36578.22375,4.042497483,24
7.367371853,16663.60251,3.817215105,26
8.927905926,22139.87885,5.474354698,25
5.62122732,11123.88616,3.440753325,26
6.450644925,27682.50745,5.241539196,29
7.566517125,30823.73049,3.275142037,25
6.115637546,15765.78672,3.723625473,23
7.595228724,32869.47441,3.497604114,23.5
,11380.29864,3.25627469,23.5
7.131221859,18969.82489,4.713192605,22
7.399724708,18535.04645,3.79512408,25.25
7.002479941,20518.55543,3.352436318,25.75
5.345345371,10315.35397,2.362886022,27.5
6.185951163,22198.92942,5.2057243,28
6.070090952,26764.49443,4.699457411,28.5
7.095569331,30235.1708,4.861276292,28.5
,16737.10822,3.092816759,20
3.928556492,17328.16146,5.060835979,23
6.352973105,13858.70394,4.15549464,22.5
5.999125178,19345.79133,5.046973116,20.5
8.899588378,17915.08597,3.92861371,20.5
7.37533762,28767.75742,5.127394949,18.5
8.979322853,24967.323,4.264944046,20.5
8.532377474,30268.42127,2.380088049,23.5
7.213537481,34727.40856,3.497480961,23
,14368.12816,4.583109838,24
8.895574458,27622.74627,4.754234802,21.5
6.582764204,21961.52692,3.668879697,18.5
,14665.4048,4.377502097,20
,49125.36008,3.287617332,21
5.986593892,21229.08331,5.051493874,20
6.841221063,28263.80372,5.092364652,20
,21716.42369,3.825770075,19.5
7.146117225,33266.57158,4.775201718,19
,21862.75361,3.943290757,19
7.507575296,18328.6959,3.703001047,21
7.997175823,20575.57316,4.817668211,22.5
5.174345998,11746.60752,3.689144992,25
,23172.28151,4.018446539,27
6.479092567,28165.87256,3.089597302,25
7.811512445,20911.90467,4.54607021,22
7.437216653,20185.58716,3.866874573,24
7.953878115,18677.27922,2.86022397,19.5
6.396569931,12278.98528,4.188249712,22
,22444.09007,3.594444416,23.5
8.058135997,29298.35949,3.13060894,22.5
,20283.78363,2.028875173,19.5
,26492.71618,4.875382905,19
9.497261163,33681.33014,5.24210533,22
7.984710742,40709.78166,4.567879972,21.5
6.26111058,8572.421509,4.753018575,21.5
6.957802749,20215.63285,4.587745469,24
9.663159015,24387.96807,5.270217774,24
6.732713713,33820.64576,3.885405037,24.5
4.886057057,15496.61172,3.079373114,28
9.610220345,33954.43547,4.961971972,28
8.518531795,32018.28963,4.147168618,28
6.950786515,21709.64771,3.997975215,21
6.023022741,10925.3601,3.668088579,23
9.011480407,34865.35768,4.270801389,24.5
7.946767904,24244.11196,3.038483125,23.5
7.709617351,32910.52518,4.140423757,24
6.081615358,10120.11268,4.010036799,20
8.146185794,20506.69842,5.177963625,19.5
8.141861116,25433.46501,4.136950486,24
7.703356821,12861.94654,4.732125346,25.3
,27687.73765,3.771305113,27.8
9.252856509,50279.26243,3.300585826,24.5
6.047651489,28633.84638,2.589867903,23
6.152857802,24978.48318,4.403083394,22
9.074922874,21633.72173,3.84047901,24
7.436537227,31935.69071,4.497629168,23.3
,11949.59793,3.458352214,19.7
7.130099196,9480.617796,1.986191593,20.8
6.79212545,17782.60441,4.042637641,20.7
,14916.98609,3.864931035,22.5
8.885626344,19113.01191,2.993300944,25.7
9.47531626,32568.1535,4.701538331,28.5
,21030.23453,4.691017503,23
7.183108734,5097.82585,4.006424839,30
6.157443145,25937.71144,4.770154312,25.5
6.467868302,7656.413248,2.861063943,26
,24916.62559,4.301273481,24
7.488133464,24786.05053,3.474034717,27
7.32354512,21044.20266,4.898421041,29
,13568.2712,3.067033981,NULL
6.530796124,19174.59325,3.181634909,24
6.931470427,35793.75779,4.249333174,25
7.774645243,13829.93907,3.911816766,24.5
8.107500139,27277.57996,4.647800627,26
6.306864459,22418.90819,4.619172769,22
,22900.11825,4.069165567,26
6.609680322,17963.86685,3.589146441,26.5
6.632205879,9809.904,3.44374056,25
,18939.61646,4.287440678,NULL
5.716755667,12641.52781,4.080674996,27
7.74045387,19713.50437,3.54131667,31
6.277277371,22916.57224,3.619321182,24
8.006373298,45041.14914,2.396505358,22.8
6.513016586,26262.54548,3.729960916,20.8
6.234197672,22195.21038,3.885492316,22
7.277143967,18270.10506,4.931353522,23
6.04451303,30191.69246,5.127778325,22.5
6.643026538,20511.36924,3.709988662,21.5
5.15045654,18655.54189,4.147028947,19
6.110545161,21319.7944,6.06455925,19.25
7.831117737,19130.96153,3.807997464,29.5
6.980727164,30862.78446,5.437618577,26
8.552782416,39030.6037,2.940847996,25
6.449379439,8607.61251,3.71542875,25.5
7.392084038,20185.67623,3.778458496,25
8.360795827,28722.17585,3.715951409,26
7.619845077,37279.12895,3.779648433,26
5.404510674,10168.17654,3.998175886,26
7.079303518,24282.15477,5.553173841,26
,32496.64022,4.296188763,25.5
7.161714893,13680.76414,3.909973568,24.5
6.854946859,16203.0907,4.938999307,26
7.309556407,22277.62602,3.707413724,27.5
9.313465893,41982.61066,4.493612765,26
,26964.31718,4.50102454,25.5
,30797.52,3.36517444,23
6.187938054,12682.15094,3.546183202,26.5
,11429.2012,3.802426744,27
7.965337305,25274.6103,3.390982111,27
9.264390909,19607.75492,3.175520774,22.5
7.754044354,19019.2795,3.760298085,19.5
9.393891652,13150.20746,3.048565866,20.6
8.176079615,21856.98863,4.112322458,26.5
8.337696201,30969.04759,3.454197457,27
,11963.32372,2.813526756,27
7.191024857,23781.32874,4.270645693,24
8.613698595,20862.45587,3.949220099,24
7.793039171,17398.38584,3.389270098,26
3.878879389,21937.47157,4.927711075,24
,25236.70132,3.723776038,24.5
3.978284627,14433.7805,3.751565769,26
5.96406536,22168.33156,4.696720853,26
7.53205858,24454.72586,3.808569923,27.5
7.233538435,16621.49479,3.679015068,26.5
,11900.0552,3.153800219,28.5
,46077.35849,4.21251085,27
7.480728114,28357.94277,3.714874787,24
4.477091714,26843.47036,4.32768029,24
,25110.03763,2.739234987,27.5
,28790.54768,4.476991215,28
6.31407747,31114.63565,4.363865763,27.5
,17317.68725,4.241935683,29
8.822610384,27109.23965,4.415596156,30
6.922652371,14682.66584,2.877354267,28
,25541.15277,3.611330374,26
6.904536858,32981.25838,5.058905448,26.5
6.548017642,38368.01262,5.930227577,26
6.581082756,24480.6718,3.511369718,26
7.864649673,23045.72625,3.585933522,24.5
6.136907177,20561.69473,4.704585018,28.5
6.94702854,17540.03022,2.600187733,26.5
6.203322508,29426.47378,3.487920051,27
,38097.3298,3.212492693,26
8.373170925,22022.62622,2.786329667,25.5
,12190.1716,5.026270726,25
5.921247069,17397.40286,3.74677556,25
8.829806178,17732.91467,4.423886042,25
,13427.06859,5.324638005,26
6.832217388,14015.04477,3.145415511,25
9.281302611,36622.22861,4.069976589,29
7.456250785,9163.294448,4.279697428,28
7.088250976,25399.10901,3.230645436,26
5.648628538,14547.88548,5.370004183,26
4.293961235,24600.76069,5.105120757,26.5
9.678050854,26402.70396,3.029700335,26
8.662709501,20333.0795,5.120102528,28
5.897391121,30575.35714,2.961602418,29
9.494242648,21879.70421,3.18902554,28
,18318.72037,4.181264106,27
7.080193059,39431.11265,1.492206615,26.5
7.55985231,29567.69893,4.550501006,26
7.040394956,22505.5186,3.931916553,24.5
8.053043682,37086.54605,3.301574895,24
7.044375319,12575.27963,4.276699074,24.5
6.309891576,31062.37191,3.603040462,24
6.203572848,6698.239095,4.305549362,25
6.879404957,20509.33196,4.70047023,25.5
7.754884394,18857.0585,5.128390055,26
7.916669699,39431.25263,4.275192719,28
6.405392482,20526.30684,4.531920781,26.5
7.795957801,27849.14209,4.25187617,25
6.963979351,12878.17635,4.489870473,25
6.967861397,13401.04439,4.893215273,26.5
6.622791356,13900.71652,5.60929081,24
7.369988621,18998.34682,3.463852437,26
,8076.822283,3.373936508,26
6.944868387,16904.20109,4.241135181,26
5.284810115,11130.21136,3.990242632,NULL
6.851442603,15349.14258,4.935556543,26.5
7.760189365,34250.16392,4.590527649,26
7.280560357,29690.91716,2.919796005,27
6.83425989,21670.56989,2.658843412,26
6.728975148,26376.06229,4.593787133,26.5
8.016418375,30854.83047,5.320015455,25.5
6.864916739,20464.77269,4.493746769,26
5.80897552,7965.207918,3.599933102,25
8.458796988,29317.14244,3.827431411,24
6.987335279,13505.03312,3.870292782,24.5
7.288736661,31617.07541,3.531384661,30
8.116350275,16514.60809,2.526016236,26
7.463915951,27150.3954,5.075843604,26
7.512361216,17895.55659,3.515802547,30
6.415108472,19310.06201,6.073006014,28
7.059940234,39484.63892,2.949938823,36
,25703.1552,1.659799385,32
7.425102223,18608.94087,2.558772744,27
6.742622398,15488.95675,4.96467264,28
7.682923445,31150.51342,3.542731087,26
7.041665417,25419.7695,3.099746163,27
7.185276449,25645.06723,2.959153823,25
6.597292363,25039.3547,4.318305407,28
6.908853083,16965.31411,4.693949416,32
,37273.42922,3.573741106,32
,11566.87555,3.603089689,32
6.281903929,17095.27007,4.457729915,32
7.036752104,13812.41042,3.285371835,32
7.362912867,20430.9067,3.249439878,29
7.369087139,28232.01841,2.715186685,29
7.708109989,15456.22009,4.896625908,27
6.50411278,20852.7645,5.396623142,26
8.185923417,23641.47203,3.566945145,32
6.149185174,20596.39123,4.275614874,31.5
7.080445821,36966.85332,2.664946055,24
6.628427347,18059.33085,3.405278618,30
4.704698462,5128.457646,4.109924712,31.5
7.976900874,15360.83507,4.753607931,27
6.809644515,35001.14479,3.183803572,28
,20325.70213,4.032267339,28
6.967696683,22886.96573,4.819637104,26
6.44455517,24855.83004,3.551905359,25.5
6.277742483,15751.44915,5.255011943,24
,21190.15494,2.505464027,23
9.014356734,49009.92466,4.549419413,25
7.78166376,35055.61649,4.822967485,24.5
6.084360116,27310.06085,4.29811092,22
7.15473588,32680.97799,4.629955736,24
6.74881155,22475.09296,3.312512766,25
8.128270069,19954.57555,4.678742166,25
,22613.29748,3.978495494,25.5
6.335683142,26594.35208,4.57886119,25.5
5.940475876,17177.07104,3.997969671,26.5
7.614877639,33347.9711,2.990780894,NULL
6.718249445,21043.62693,4.488904316,26
6.866356515,13979.38175,4.346153563,25.5
,21208.61829,2.601517589,25
7.553844615,14319.40137,4.37456385,25
7.366671989,15547.18663,3.394450273,26
6.567759613,20156.57862,3.824428039,25
6.333640046,18506.28861,3.982002335,25
5.892413186,11006.04851,3.311813193,25.5
7.91803917,22899.06291,3.386109813,20
6.549124998,7412.798059,4.421058844,23
6.804796145,17196.05471,4.847312562,26
,20106.10684,4.704273495,26
7.17617087,25794.95019,4.742966749,26
7.085095883,21823.09426,3.932839293,26
7.201702375,37308.99416,3.883250198,25.2
7.776044113,38895.35614,5.425945934,24.2
,20214.21655,4.258488737,24.2
7.046548537,30569.81055,2.869226102,24.2
,12635.3677,4.480574391,25.6
7.732880078,47022.74585,3.510728004,NULL
6.266799948,27577.21362,3.652844726,26.3
6.630251709,22557.77958,5.181202492,NULL
6.775631133,15525.39396,3.017544306,25
,25680.71739,4.32378488,NULL
8.164992426,29045.26114,4.16249551,NULL
7.773758137,21688.61694,4.040974482,NULL
7.295141332,13706.18681,5.056104024,18
,8906.975623,3.842113986,24
7.657541728,35056.23223,4.792527452,NULL
7.664793523,20259.72585,5.481690934,26
,20116.9111,3.619545637,26
7.800421289,19873.30092,3.345910382,26
7.264069097,19412.11272,3.960282114,26
7.544305636,34359.4008,3.714096435,27
7.749773784,21995.06807,4.317186298,26
7.442023084,34565.70169,2.894651172,27
6.559252621,30660.20967,4.216315016,27
7.035036795,19746.49325,4.557028866,26
7.880685943,19486.88184,3.579983811,24
7.498372459,21736.37332,4.242241799,24
,12700.48804,3.756100423,23
6.538207173,12330.40657,3.426266449,27
6.373288071,17502.87944,4.538108781,18.5
5.756475689,8086.825999,4.002081517,23.7
6.918062438,14052.44611,3.566298462,24
8.81350466,40684.39001,4.242459863,23.8
7.361599832,29169.72078,3.751588622,26.8
9.175586153,47852.88887,2.959684621,26.3
,32349.10238,3.952594441,26.4
6.550877193,25070.00874,4.824825939,26.5
6.510855611,15147.17146,4.225608376,26.5
7.347030356,19073.25959,4.2978807,25.8
8.11195317,38184.46957,4.430750456,23
,35434.28006,3.825936697,23
5.985012451,20155.43447,3.764099674,26
,25626.48105,4.219225569,25
,25583.49201,4.514174613,24.5
6.433722353,20321.2294,3.641489972,22
6.770095146,25887.63172,5.203461367,23.5
7.927969553,27402.02,4.847262262,23
7.338826111,12603.40037,4.017061119,25
7.078361074,16648.60057,3.263464731,25
6.751668627,32040.50567,3.735173416,27
7.744125219,21403.00205,3.612260192,27
7.560392023,14739.06854,4.257805108,NULL
7.830607591,18821.38961,3.551568013,NULL
6.746934968,25137.42768,3.485535976,NULL
6.542281787,35965.74458,3.794055433,23
8.549692514,17828.29452,3.039018779,20
7.499844502,22452.63557,4.663869576,24
5.763772807,22025.69661,3.253200107,24
7.276863125,30396.90462,6.083772354,NULL
7.493290816,9465.323905,3.74874691,23
6.11602398,22481.02732,3.984308829,22
5.226895232,7907.330441,5.13805579,20
,15097.02406,3.227940799,24
6.420640206,26034.5282,3.139940274,26
7.669012537,11579.44169,4.589512953,15.5
7.128062255,25227.54515,4.510595264,21
,14476.3357,3.895572062,21.5
6.615350135,26392.86361,4.453443265,22
6.504876222,13403.08639,3.748443401,26
7.459124173,33173.49941,3.544751521,25.8
,32269.50494,4.804828567,22.6
7.096047101,17240.02106,4.785637378,24.2
6.989442177,12150.72192,3.85304755,24.6
,32328.71481,5.493180964,26
8.297725878,20320.10845,4.166105474,28.5
3.84645395,14686.28339,3.143430669,26
,28990.78788,3.669056836,26
9.380007092,32471.45632,4.566253696,26.05
8.998375023,21790.0109,4.516932985,26.5
5.690387424,14083.82989,2.988621031,26
7.301563449,23441.26714,2.774960949,27
7.031684051,24510.50756,4.422182857,26.5
4.348674993,9848.035583,4.360950051,26
5.29419539,26811.20307,3.522454093,26
7.257930995,24354.33517,4.266922561,28
9.250491639,22749.17835,3.996339179,27.5
9.680474778,32916.33148,2.79584013,NULL
,19764.62744,3.017984971,26.5
6.741245821,23565.73271,3.500970574,26.5
6.81170227,15149.48987,3.275008408,25
6.966942962,25441.05612,4.356931133,25.5
7.446089059,17763.31099,2.948657439,26.5
6.210647606,19330.03576,3.21212398,24
7.341547112,21273.45707,4.025643696,24.5
7.051396426,15423.38728,3.172091114,24
6.64261391,13730.25912,3.807720799,25.5
10.14629048,24649.67475,4.481552363,27
14,24008.99204,3.170993874,26.5
8.4695373,15273.04929,4.149553298,26
6.043212071,24207.08167,4.196726496,25
